steps,date,interval
55,10/13/12,940
120,10/13/12,945
57,10/13/12,950
0,10/13/12,955
0,10/13/12,1000
0,10/13/12,1005
0,10/13/12,1010
0,10/13/12,1015
15,10/13/12,1020
29,10/13/12,1025
88,10/13/12,1030
0,10/13/12,1035
0,10/13/12,1040
22,10/13/12,1045
0,10/13/12,1050
69,10/13/12,1055
22,10/13/12,1100
0,10/13/12,1105
20,10/13/12,1110
80,10/13/12,1115
6,10/13/12,1120
79,10/13/12,1125
6,10/13/12,1130
79,10/13/12,1135
0,10/13/12,1140
0,10/13/12,1145
0,10/13/12,1150
0,10/13/12,1155
23,10/13/12,1200
74,10/13/12,1205
335,10/13/12,1210
429,10/13/12,1215
64,10/13/12,1220
0,10/13/12,1225
0,10/13/12,1230
0,10/13/12,1235
0,10/13/12,1240
81,10/13/12,1245
38,10/13/12,1250
9,10/13/12,1255
0,10/13/12,1300
0,10/13/12,1305
0,10/13/12,1310
0,10/13/12,1315
0,10/13/12,1320
0,10/13/12,1325
0,10/13/12,1330
11,10/13/12,1335
38,10/13/12,1340
139,10/13/12,1345
532,10/13/12,1350
507,10/13/12,1355
210,10/13/12,1400
276,10/13/12,1405
518,10/13/12,1410
495,10/13/12,1415
214,10/13/12,1420
98,10/13/12,1425
161,10/13/12,1430
0,10/13/12,1435
0,10/13/12,1440
0,10/13/12,1445
12,10/13/12,1450
120,10/13/12,1455
194,10/13/12,1500
0,10/13/12,1505
0,10/13/12,1510
114,10/13/12,1515
7,10/13/12,1520
0,10/13/12,1525
34,10/13/12,1530
0,10/13/12,1535
0,10/13/12,1540
18,10/13/12,1545
31,10/13/12,1550
15,10/13/12,1555
0,10/13/12,1600
0,10/13/12,1605
18,10/13/12,1610
39,10/13/12,1615
66,10/13/12,1620
111,10/13/12,1625
7,10/13/12,1630
0,10/13/12,1635
0,10/13/12,1640
71,10/13/12,1645
41,10/13/12,1650
0,10/13/12,1655
0,10/13/12,1700
0,10/13/12,1705
0,10/13/12,1710
0,10/13/12,1715
0,10/13/12,1720
0,10/13/12,1725
0,10/13/12,1730
0,10/13/12,1735
0,10/13/12,1740
0,10/13/12,1745
0,10/13/12,1750
20,10/13/12,1755
43,10/13/12,1800
23,10/13/12,1805
0,10/13/12,1810
25,10/13/12,1815
54,10/13/12,1820
0,10/13/12,1825
19,10/13/12,1830
0,10/13/12,1835
0,10/13/12,1840
0,10/13/12,1845
0,10/13/12,1850
0,10/13/12,1855
9,10/13/12,1900
28,10/13/12,1905
8,10/13/12,1910
0,10/13/12,1915
48,10/13/12,1920
64,10/13/12,1925
0,10/13/12,1930
0,10/13/12,1935
67,10/13/12,1940
29,10/13/12,1945
0,10/13/12,1950
0,10/13/12,1955
0,10/13/12,2000
0,10/13/12,2005
0,10/13/12,2010
36,10/13/12,2015
22,10/13/12,2020
0,10/13/12,2025
9,10/13/12,2030
0,10/13/12,2035
0,10/13/12,2040
0,10/13/12,2045
29,10/13/12,2050
129,10/13/12,2055
0,10/13/12,2100
0,10/13/12,2105
0,10/13/12,2110
0,10/13/12,2115
0,10/13/12,2120
0,10/13/12,2125
0,10/13/12,2130
0,10/13/12,2135
0,10/13/12,2140
0,10/13/12,2145
0,10/13/12,2150
0,10/13/12,2155
0,10/13/12,2200
0,10/13/12,2205
0,10/13/12,2210
0,10/13/12,2215
0,10/13/12,2220
0,10/13/12,2225
0,10/13/12,2230
0,10/13/12,2235
0,10/13/12,2240
0,10/13/12,2245
0,10/13/12,2250
0,10/13/12,2255
0,10/13/12,2300
0,10/13/12,2305
0,10/13/12,2310
0,10/13/12,2315
0,10/13/12,2320
0,10/13/12,2325
0,10/13/12,2330
0,10/13/12,2335
0,10/13/12,2340
0,10/13/12,2345
0,10/13/12,2350
0,10/13/12,2355
0,10/14/12,0
0,10/14/12,5
0,10/14/12,10
0,10/14/12,15
0,10/14/12,20
52,10/14/12,25
0,10/14/12,30
0,10/14/12,35
0,10/14/12,40
0,10/14/12,45
0,10/14/12,50
0,10/14/12,55
0,10/14/12,100
0,10/14/12,105
0,10/14/12,110
0,10/14/12,115
0,10/14/12,120
0,10/14/12,125
0,10/14/12,130
9,10/14/12,135
0,10/14/12,140
0,10/14/12,145
0,10/14/12,150
0,10/14/12,155
0,10/14/12,200
0,10/14/12,205
4,10/14/12,210
0,10/14/12,215
0,10/14/12,220
0,10/14/12,225
0,10/14/12,230
0,10/14/12,235
0,10/14/12,240
0,10/14/12,245
0,10/14/12,250
0,10/14/12,255
0,10/14/12,300
0,10/14/12,305
0,10/14/12,310
0,10/14/12,315
0,10/14/12,320
0,10/14/12,325
0,10/14/12,330
0,10/14/12,335
0,10/14/12,340
0,10/14/12,345
0,10/14/12,350
0,10/14/12,355
0,10/14/12,400
0,10/14/12,405
0,10/14/12,410
0,10/14/12,415
0,10/14/12,420
0,10/14/12,425
0,10/14/12,430
0,10/14/12,435
0,10/14/12,440
0,10/14/12,445
45,10/14/12,450
0,10/14/12,455
0,10/14/12,500
0,10/14/12,505
0,10/14/12,510
0,10/14/12,515
0,10/14/12,520
0,10/14/12,525
0,10/14/12,530
0,10/14/12,535
0,10/14/12,540
0,10/14/12,545
18,10/14/12,550
41,10/14/12,555
0,10/14/12,600
0,10/14/12,605
0,10/14/12,610
0,10/14/12,615
0,10/14/12,620
20,10/14/12,625
16,10/14/12,630
37,10/14/12,635
0,10/14/12,640
0,10/14/12,645
0,10/14/12,650
13,10/14/12,655
0,10/14/12,700
0,10/14/12,705
14,10/14/12,710
21,10/14/12,715
0,10/14/12,720
59,10/14/12,725
0,10/14/12,730
28,10/14/12,735
62,10/14/12,740
28,10/14/12,745
15,10/14/12,750
0,10/14/12,755
0,10/14/12,800
0,10/14/12,805
0,10/14/12,810
25,10/14/12,815
63,10/14/12,820
0,10/14/12,825
0,10/14/12,830
52,10/14/12,835
23,10/14/12,840
0,10/14/12,845
0,10/14/12,850
87,10/14/12,855
15,10/14/12,900
0,10/14/12,905
59,10/14/12,910
15,10/14/12,915
0,10/14/12,920
0,10/14/12,925
0,10/14/12,930
19,10/14/12,935
0,10/14/12,940
59,10/14/12,945
78,10/14/12,950
221,10/14/12,955
392,10/14/12,1000
468,10/14/12,1005
475,10/14/12,1010
524,10/14/12,1015
507,10/14/12,1020
528,10/14/12,1025
533,10/14/12,1030
540,10/14/12,1035
540,10/14/12,1040
65,10/14/12,1045
48,10/14/12,1050
46,10/14/12,1055
143,10/14/12,1100
0,10/14/12,1105
79,10/14/12,1110
0,10/14/12,1115
0,10/14/12,1120
0,10/14/12,1125
0,10/14/12,1130
0,10/14/12,1135
0,10/14/12,1140
0,10/14/12,1145
0,10/14/12,1150
0,10/14/12,1155
0,10/14/12,1200
0,10/14/12,1205
0,10/14/12,1210
0,10/14/12,1215
0,10/14/12,1220
0,10/14/12,1225
0,10/14/12,1230
0,10/14/12,1235
0,10/14/12,1240
0,10/14/12,1245
0,10/14/12,1250
0,10/14/12,1255
17,10/14/12,1300
0,10/14/12,1305
0,10/14/12,1310
0,10/14/12,1315
0,10/14/12,1320
0,10/14/12,1325
0,10/14/12,1330
0,10/14/12,1335
0,10/14/12,1340
0,10/14/12,1345
0,10/14/12,1350
0,10/14/12,1355
44,10/14/12,1400
32,10/14/12,1405
0,10/14/12,1410
0,10/14/12,1415
38,10/14/12,1420
17,10/14/12,1425
4,10/14/12,1430
59,10/14/12,1435
78,10/14/12,1440
0,10/14/12,1445
0,10/14/12,1450
8,10/14/12,1455
10,10/14/12,1500
82,10/14/12,1505
120,10/14/12,1510
232,10/14/12,1515
505,10/14/12,1520
498,10/14/12,1525
298,10/14/12,1530
330,10/14/12,1535
486,10/14/12,1540
533,10/14/12,1545
298,10/14/12,1550
285,10/14/12,1555
250,10/14/12,1600
223,10/14/12,1605
302,10/14/12,1610
465,10/14/12,1615
520,10/14/12,1620
526,10/14/12,1625
535,10/14/12,1630
247,10/14/12,1635
400,10/14/12,1640
72,10/14/12,1645
0,10/14/12,1650
0,10/14/12,1655
0,10/14/12,1700
0,10/14/12,1705
0,10/14/12,1710
0,10/14/12,1715
432,10/14/12,1720
85,10/14/12,1725
39,10/14/12,1730
55,10/14/12,1735
0,10/14/12,1740
17,10/14/12,1745
30,10/14/12,1750
43,10/14/12,1755
0,10/14/12,1800
0,10/14/12,1805
0,10/14/12,1810
0,10/14/12,1815
63,10/14/12,1820
58,10/14/12,1825
49,10/14/12,1830
16,10/14/12,1835
0,10/14/12,1840
65,10/14/12,1845
0,10/14/12,1850
153,10/14/12,1855
73,10/14/12,1900
1,10/14/12,1905
0,10/14/12,1910
0,10/14/12,1915
0,10/14/12,1920
0,10/14/12,1925
0,10/14/12,1930
0,10/14/12,1935
0,10/14/12,1940
0,10/14/12,1945
0,10/14/12,1950
0,10/14/12,1955
0,10/14/12,2000
0,10/14/12,2005
0,10/14/12,2010
0,10/14/12,2015
0,10/14/12,2020
0,10/14/12,2025
0,10/14/12,2030
0,10/14/12,2035
0,10/14/12,2040
0,10/14/12,2045
8,10/14/12,2050
95,10/14/12,2055
157,10/14/12,2100
22,10/14/12,2105
0,10/14/12,2110
0,10/14/12,2115
0,10/14/12,2120
0,10/14/12,2125
37,10/14/12,2130
0,10/14/12,2135
0,10/14/12,2140
0,10/14/12,2145
0,10/14/12,2150
0,10/14/12,2155
0,10/14/12,2200
0,10/14/12,2205
0,10/14/12,2210
0,10/14/12,2215
0,10/14/12,2220
0,10/14/12,2225
0,10/14/12,2230
0,10/14/12,2235
0,10/14/12,2240
0,10/14/12,2245
0,10/14/12,2250
0,10/14/12,2255
0,10/14/12,2300
0,10/14/12,2305
0,10/14/12,2310
0,10/14/12,2315
0,10/14/12,2320
0,10/14/12,2325
0,10/14/12,2330
0,10/14/12,2335
0,10/14/12,2340
0,10/14/12,2345
0,10/14/12,2350
0,10/14/12,2355
0,10/15/12,0
0,10/15/12,5
0,10/15/12,10
0,10/15/12,15
0,10/15/12,20
35,10/15/12,25
0,10/15/12,30
0,10/15/12,35
0,10/15/12,40
0,10/15/12,45
0,10/15/12,50
0,10/15/12,55
0,10/15/12,100
0,10/15/12,105
0,10/15/12,110
0,10/15/12,115
0,10/15/12,120
0,10/15/12,125
0,10/15/12,130
0,10/15/12,135
0,10/15/12,140
0,10/15/12,145
0,10/15/12,150
0,10/15/12,155
0,10/15/12,200
0,10/15/12,205
0,10/15/12,210
0,10/15/12,215
0,10/15/12,220
0,10/15/12,225
0,10/15/12,230
0,10/15/12,235
0,10/15/12,240
0,10/15/12,245
0,10/15/12,250
0,10/15/12,255
0,10/15/12,300
0,10/15/12,305
0,10/15/12,310
0,10/15/12,315
0,10/15/12,320
0,10/15/12,325
0,10/15/12,330
0,10/15/12,335
16,10/15/12,340
0,10/15/12,345
0,10/15/12,350
0,10/15/12,355
0,10/15/12,400
11,10/15/12,405
24,10/15/12,410
0,10/15/12,415
0,10/15/12,420
0,10/15/12,425
0,10/15/12,430
0,10/15/12,435
0,10/15/12,440
0,10/15/12,445
0,10/15/12,450
0,10/15/12,455
0,10/15/12,500
0,10/15/12,505
0,10/15/12,510
0,10/15/12,515
0,10/15/12,520
0,10/15/12,525
0,10/15/12,530
0,10/15/12,535
0,10/15/12,540
0,10/15/12,545
0,10/15/12,550
0,10/15/12,555
10,10/15/12,600
0,10/15/12,605
0,10/15/12,610
0,10/15/12,615
54,10/15/12,620
0,10/15/12,625
20,10/15/12,630
0,10/15/12,635
90,10/15/12,640
0,10/15/12,645
7,10/15/12,650
0,10/15/12,655
54,10/15/12,700
20,10/15/12,705
0,10/15/12,710
0,10/15/12,715
0,10/15/12,720
64,10/15/12,725
24,10/15/12,730
0,10/15/12,735
68,10/15/12,740
43,10/15/12,745
43,10/15/12,750
81,10/15/12,755
35,10/15/12,800
133,10/15/12,805
99,10/15/12,810
22,10/15/12,815
75,10/15/12,820
72,10/15/12,825
224,10/15/12,830
786,10/15/12,835
315,10/15/12,840
264,10/15/12,845
781,10/15/12,850
757,10/15/12,855
732,10/15/12,900
686,10/15/12,905
592,10/15/12,910
119,10/15/12,915
127,10/15/12,920
21,10/15/12,925
35,10/15/12,930
0,10/15/12,935
0,10/15/12,940
78,10/15/12,945
2,10/15/12,950
0,10/15/12,955
0,10/15/12,1000
0,10/15/12,1005
0,10/15/12,1010
0,10/15/12,1015
0,10/15/12,1020
0,10/15/12,1025
0,10/15/12,1030
0,10/15/12,1035
0,10/15/12,1040
0,10/15/12,1045
0,10/15/12,1050
0,10/15/12,1055
0,10/15/12,1100
0,10/15/12,1105
0,10/15/12,1110
0,10/15/12,1115
0,10/15/12,1120
0,10/15/12,1125
0,10/15/12,1130
38,10/15/12,1135
37,10/15/12,1140
193,10/15/12,1145
25,10/15/12,1150
0,10/15/12,1155
0,10/15/12,1200
0,10/15/12,1205
29,10/15/12,1210
71,10/15/12,1215
73,10/15/12,1220
8,10/15/12,1225
6,10/15/12,1230
38,10/15/12,1235
0,10/15/12,1240
0,10/15/12,1245
0,10/15/12,1250
0,10/15/12,1255
0,10/15/12,1300
0,10/15/12,1305
0,10/15/12,1310
0,10/15/12,1315
0,10/15/12,1320
0,10/15/12,1325
0,10/15/12,1330
0,10/15/12,1335
0,10/15/12,1340
0,10/15/12,1345
0,10/15/12,1350
0,10/15/12,1355
0,10/15/12,1400
0,10/15/12,1405
0,10/15/12,1410
0,10/15/12,1415
0,10/15/12,1420
0,10/15/12,1425
0,10/15/12,1430
0,10/15/12,1435
0,10/15/12,1440
0,10/15/12,1445
0,10/15/12,1450
0,10/15/12,1455
0,10/15/12,1500
64,10/15/12,1505
82,10/15/12,1510
0,10/15/12,1515
0,10/15/12,1520
4,10/15/12,1525
0,10/15/12,1530
0,10/15/12,1535
0,10/15/12,1540
0,10/15/12,1545
0,10/15/12,1550
19,10/15/12,1555
0,10/15/12,1600
0,10/15/12,1605
58,10/15/12,1610
94,10/15/12,1615
0,10/15/12,1620
0,10/15/12,1625
0,10/15/12,1630
0,10/15/12,1635
0,10/15/12,1640
0,10/15/12,1645
0,10/15/12,1650
0,10/15/12,1655
0,10/15/12,1700
0,10/15/12,1705
0,10/15/12,1710
0,10/15/12,1715
0,10/15/12,1720
0,10/15/12,1725
0,10/15/12,1730
0,10/15/12,1735
0,10/15/12,1740
4,10/15/12,1745
0,10/15/12,1750
0,10/15/12,1755
30,10/15/12,1800
0,10/15/12,1805
7,10/15/12,1810
0,10/15/12,1815
32,10/15/12,1820
54,10/15/12,1825
83,10/15/12,1830
0,10/15/12,1835
203,10/15/12,1840
581,10/15/12,1845
55,10/15/12,1850
310,10/15/12,1855
437,10/15/12,1900
0,10/15/12,1905
46,10/15/12,1910
0,10/15/12,1915
0,10/15/12,1920
50,10/15/12,1925
0,10/15/12,1930
0,10/15/12,1935
0,10/15/12,1940
0,10/15/12,1945
0,10/15/12,1950
0,10/15/12,1955
0,10/15/12,2000
0,10/15/12,2005
0,10/15/12,2010
65,10/15/12,2015
0,10/15/12,2020
0,10/15/12,2025
0,10/15/12,2030
0,10/15/12,2035
0,10/15/12,2040
0,10/15/12,2045
0,10/15/12,2050
0,10/15/12,2055
22,10/15/12,2100
8,10/15/12,2105
0,10/15/12,2110
9,10/15/12,2115
0,10/15/12,2120
0,10/15/12,2125
152,10/15/12,2130
406,10/15/12,2135
86,10/15/12,2140
0,10/15/12,2145
8,10/15/12,2150
17,10/15/12,2155
0,10/15/12,2200
0,10/15/12,2205
0,10/15/12,2210
0,10/15/12,2215
0,10/15/12,2220
0,10/15/12,2225
0,10/15/12,2230
0,10/15/12,2235
0,10/15/12,2240
0,10/15/12,2245
0,10/15/12,2250
0,10/15/12,2255
0,10/15/12,2300
16,10/15/12,2305
0,10/15/12,2310
0,10/15/12,2315
0,10/15/12,2320
0,10/15/12,2325
0,10/15/12,2330
0,10/15/12,2335
0,10/15/12,2340
0,10/15/12,2345
0,10/15/12,2350
0,10/15/12,2355
0,10/16/12,0
0,10/16/12,5
0,10/16/12,10
0,10/16/12,15
0,10/16/12,20
0,10/16/12,25
0,10/16/12,30
0,10/16/12,35
0,10/16/12,40
0,10/16/12,45
0,10/16/12,50
0,10/16/12,55
0,10/16/12,100
0,10/16/12,105
0,10/16/12,110
0,10/16/12,115
0,10/16/12,120
0,10/16/12,125
0,10/16/12,130
0,10/16/12,135
4,10/16/12,140
0,10/16/12,145
0,10/16/12,150
0,10/16/12,155
0,10/16/12,200
0,10/16/12,205
0,10/16/12,210
0,10/16/12,215
0,10/16/12,220
0,10/16/12,225
0,10/16/12,230
12,10/16/12,235
0,10/16/12,240
0,10/16/12,245
0,10/16/12,250
0,10/16/12,255
0,10/16/12,300
0,10/16/12,305
0,10/16/12,310
0,10/16/12,315
0,10/16/12,320
0,10/16/12,325
0,10/16/12,330
0,10/16/12,335
0,10/16/12,340
0,10/16/12,345
0,10/16/12,350
0,10/16/12,355
0,10/16/12,400
0,10/16/12,405
0,10/16/12,410
0,10/16/12,415
0,10/16/12,420
0,10/16/12,425
0,10/16/12,430
0,10/16/12,435
0,10/16/12,440
0,10/16/12,445
0,10/16/12,450
0,10/16/12,455
0,10/16/12,500
0,10/16/12,505
12,10/16/12,510
0,10/16/12,515
0,10/16/12,520
0,10/16/12,525
0,10/16/12,530
0,10/16/12,535
0,10/16/12,540
0,10/16/12,545
12,10/16/12,550
0,10/16/12,555
0,10/16/12,600
17,10/16/12,605
0,10/16/12,610
0,10/16/12,615
0,10/16/12,620
0,10/16/12,625
58,10/16/12,630
178,10/16/12,635
15,10/16/12,640
55,10/16/12,645
55,10/16/12,650
83,10/16/12,655
29,10/16/12,700
57,10/16/12,705
13,10/16/12,710
38,10/16/12,715
166,10/16/12,720
65,10/16/12,725
86,10/16/12,730
58,10/16/12,735
135,10/16/12,740
119,10/16/12,745
0,10/16/12,750
80,10/16/12,755
146,10/16/12,800
89,10/16/12,805
317,10/16/12,810
758,10/16/12,815
750,10/16/12,820
721,10/16/12,825
697,10/16/12,830
743,10/16/12,835
755,10/16/12,840
737,10/16/12,845
495,10/16/12,850
385,10/16/12,855
36,10/16/12,900
31,10/16/12,905
71,10/16/12,910
0,10/16/12,915
56,10/16/12,920
100,10/16/12,925
0,10/16/12,930
0,10/16/12,935
0,10/16/12,940
29,10/16/12,945
0,10/16/12,950
0,10/16/12,955
0,10/16/12,1000
0,10/16/12,1005
16,10/16/12,1010
433,10/16/12,1015
143,10/16/12,1020
7,10/16/12,1025
232,10/16/12,1030
0,10/16/12,1035
0,10/16/12,1040
0,10/16/12,1045
0,10/16/12,1050
46,10/16/12,1055
0,10/16/12,1100
0,10/16/12,1105
0,10/16/12,1110
0,10/16/12,1115
0,10/16/12,1120
0,10/16/12,1125
0,10/16/12,1130
0,10/16/12,1135
0,10/16/12,1140
0,10/16/12,1145
0,10/16/12,1150
0,10/16/12,1155
0,10/16/12,1200
0,10/16/12,1205
36,10/16/12,1210
0,10/16/12,1215
16,10/16/12,1220
92,10/16/12,1225
96,10/16/12,1230
0,10/16/12,1235
56,10/16/12,1240
0,10/16/12,1245
21,10/16/12,1250
308,10/16/12,1255
120,10/16/12,1300
0,10/16/12,1305
0,10/16/12,1310
0,10/16/12,1315
0,10/16/12,1320
81,10/16/12,1325
11,10/16/12,1330
57,10/16/12,1335
0,10/16/12,1340
0,10/16/12,1345
0,10/16/12,1350
0,10/16/12,1355
0,10/16/12,1400
0,10/16/12,1405
28,10/16/12,1410
41,10/16/12,1415
179,10/16/12,1420
143,10/16/12,1425
13,10/16/12,1430
0,10/16/12,1435
0,10/16/12,1440
0,10/16/12,1445
0,10/16/12,1450
0,10/16/12,1455
0,10/16/12,1500
211,10/16/12,1505
0,10/16/12,1510
168,10/16/12,1515
0,10/16/12,1520
8,10/16/12,1525
0,10/16/12,1530
0,10/16/12,1535
0,10/16/12,1540
0,10/16/12,1545
0,10/16/12,1550
0,10/16/12,1555
0,10/16/12,1600
0,10/16/12,1605
0,10/16/12,1610
0,10/16/12,1615
0,10/16/12,1620
0,10/16/12,1625
0,10/16/12,1630
0,10/16/12,1635
10,10/16/12,1640
0,10/16/12,1645
0,10/16/12,1650
0,10/16/12,1655
260,10/16/12,1700
464,10/16/12,1705
0,10/16/12,1710
15,10/16/12,1715
7,10/16/12,1720
20,10/16/12,1725
0,10/16/12,1730
0,10/16/12,1735
15,10/16/12,1740
0,10/16/12,1745
0,10/16/12,1750
0,10/16/12,1755
86,10/16/12,1800
24,10/16/12,1805
26,10/16/12,1810
19,10/16/12,1815
17,10/16/12,1820
0,10/16/12,1825
26,10/16/12,1830
107,10/16/12,1835
513,10/16/12,1840
318,10/16/12,1845
325,10/16/12,1850
467,10/16/12,1855
494,10/16/12,1900
426,10/16/12,1905
70,10/16/12,1910
67,10/16/12,1915
45,10/16/12,1920
39,10/16/12,1925
60,10/16/12,1930
19,10/16/12,1935
63,10/16/12,1940
39,10/16/12,1945
0,10/16/12,1950
0,10/16/12,1955
0,10/16/12,2000
0,10/16/12,2005
0,10/16/12,2010
0,10/16/12,2015
0,10/16/12,2020
0,10/16/12,2025
0,10/16/12,2030
0,10/16/12,2035
0,10/16/12,2040
0,10/16/12,2045
88,10/16/12,2050
0,10/16/12,2055
0,10/16/12,2100
0,10/16/12,2105
0,10/16/12,2110
0,10/16/12,2115
0,10/16/12,2120
0,10/16/12,2125
0,10/16/12,2130
0,10/16/12,2135
0,10/16/12,2140
0,10/16/12,2145
0,10/16/12,2150
0,10/16/12,2155
0,10/16/12,2200
0,10/16/12,2205
0,10/16/12,2210
0,10/16/12,2215
74,10/16/12,2220
0,10/16/12,2225
0,10/16/12,2230
0,10/16/12,2235
0,10/16/12,2240
0,10/16/12,2245
0,10/16/12,2250
0,10/16/12,2255
0,10/16/12,2300
0,10/16/12,2305
0,10/16/12,2310
0,10/16/12,2315
0,10/16/12,2320
0,10/16/12,2325
56,10/16/12,2330
0,10/16/12,2335
0,10/16/12,2340
0,10/16/12,2345
0,10/16/12,2350
0,10/16/12,2355
0,10/17/12,0
0,10/17/12,5
0,10/17/12,10
0,10/17/12,15
0,10/17/12,20
0,10/17/12,25
0,10/17/12,30
0,10/17/12,35
0,10/17/12,40
72,10/17/12,45
8,10/17/12,50
0,10/17/12,55
17,10/17/12,100
0,10/17/12,105
0,10/17/12,110
0,10/17/12,115
0,10/17/12,120
0,10/17/12,125
0,10/17/12,130
0,10/17/12,135
0,10/17/12,140
0,10/17/12,145
0,10/17/12,150
0,10/17/12,155
0,10/17/12,200
0,10/17/12,205
0,10/17/12,210
0,10/17/12,215
0,10/17/12,220
0,10/17/12,225
0,10/17/12,230
0,10/17/12,235
0,10/17/12,240
0,10/17/12,245
0,10/17/12,250
0,10/17/12,255
0,10/17/12,300
0,10/17/12,305
0,10/17/12,310
0,10/17/12,315
0,10/17/12,320
0,10/17/12,325
0,10/17/12,330
8,10/17/12,335
0,10/17/12,340
4,10/17/12,345
0,10/17/12,350
0,10/17/12,355
5,10/17/12,400
0,10/17/12,405
0,10/17/12,410
0,10/17/12,415
0,10/17/12,420
0,10/17/12,425
43,10/17/12,430
0,10/17/12,435
0,10/17/12,440
0,10/17/12,445
0,10/17/12,450
0,10/17/12,455
0,10/17/12,500
9,10/17/12,505
39,10/17/12,510
0,10/17/12,515
0,10/17/12,520
0,10/17/12,525
0,10/17/12,530
0,10/17/12,535
0,10/17/12,540
0,10/17/12,545
0,10/17/12,550
0,10/17/12,555
0,10/17/12,600
0,10/17/12,605
0,10/17/12,610
8,10/17/12,615
43,10/17/12,620
0,10/17/12,625
0,10/17/12,630
0,10/17/12,635
33,10/17/12,640
0,10/17/12,645
17,10/17/12,650
31,10/17/12,655
45,10/17/12,700
23,10/17/12,705
35,10/17/12,710
0,10/17/12,715
37,10/17/12,720
127,10/17/12,725
7,10/17/12,730
10,10/17/12,735
0,10/17/12,740
26,10/17/12,745
66,10/17/12,750
74,10/17/12,755
540,10/17/12,800
364,10/17/12,805
344,10/17/12,810
652,10/17/12,815
680,10/17/12,820
680,10/17/12,825
744,10/17/12,830
720,10/17/12,835
701,10/17/12,840
266,10/17/12,845
0,10/17/12,850
103,10/17/12,855
668,10/17/12,900
101,10/17/12,905
0,10/17/12,910
0,10/17/12,915
0,10/17/12,920
0,10/17/12,925
0,10/17/12,930
0,10/17/12,935
0,10/17/12,940
0,10/17/12,945
0,10/17/12,950
0,10/17/12,955
92,10/17/12,1000
0,10/17/12,1005
0,10/17/12,1010
0,10/17/12,1015
0,10/17/12,1020
16,10/17/12,1025
0,10/17/12,1030
0,10/17/12,1035
0,10/17/12,1040
0,10/17/12,1045
0,10/17/12,1050
0,10/17/12,1055
0,10/17/12,1100
16,10/17/12,1105
17,10/17/12,1110
199,10/17/12,1115
429,10/17/12,1120
0,10/17/12,1125
186,10/17/12,1130
160,10/17/12,1135
0,10/17/12,1140
0,10/17/12,1145
0,10/17/12,1150
0,10/17/12,1155
0,10/17/12,1200
0,10/17/12,1205
0,10/17/12,1210
0,10/17/12,1215
0,10/17/12,1220
143,10/17/12,1225
86,10/17/12,1230
0,10/17/12,1235
0,10/17/12,1240
0,10/17/12,1245
0,10/17/12,1250
0,10/17/12,1255
30,10/17/12,1300
0,10/17/12,1305
0,10/17/12,1310
8,10/17/12,1315
0,10/17/12,1320
285,10/17/12,1325
146,10/17/12,1330
3,10/17/12,1335
0,10/17/12,1340
0,10/17/12,1345
0,10/17/12,1350
0,10/17/12,1355
0,10/17/12,1400
0,10/17/12,1405
0,10/17/12,1410
0,10/17/12,1415
0,10/17/12,1420
0,10/17/12,1425
0,10/17/12,1430
0,10/17/12,1435
0,10/17/12,1440
0,10/17/12,1445
241,10/17/12,1450
11,10/17/12,1455
0,10/17/12,1500
0,10/17/12,1505
0,10/17/12,1510
0,10/17/12,1515
0,10/17/12,1520
80,10/17/12,1525
0,10/17/12,1530
0,10/17/12,1535
0,10/17/12,1540
0,10/17/12,1545
86,10/17/12,1550
48,10/17/12,1555
28,10/17/12,1600
0,10/17/12,1605
0,10/17/12,1610
0,10/17/12,1615
0,10/17/12,1620
0,10/17/12,1625
0,10/17/12,1630
0,10/17/12,1635
0,10/17/12,1640
0,10/17/12,1645
0,10/17/12,1650
137,10/17/12,1655
40,10/17/12,1700
0,10/17/12,1705
0,10/17/12,1710
63,10/17/12,1715
163,10/17/12,1720
408,10/17/12,1725
153,10/17/12,1730
0,10/17/12,1735
12,10/17/12,1740
0,10/17/12,1745
8,10/17/12,1750
0,10/17/12,1755
0,10/17/12,1800
0,10/17/12,1805
0,10/17/12,1810
115,10/17/12,1815
31,10/17/12,1820
52,10/17/12,1825
60,10/17/12,1830
0,10/17/12,1835
0,10/17/12,1840
42,10/17/12,1845
178,10/17/12,1850
479,10/17/12,1855
297,10/17/12,1900
371,10/17/12,1905
483,10/17/12,1910
319,10/17/12,1915
26,10/17/12,1920
14,10/17/12,1925
79,10/17/12,1930
0,10/17/12,1935
0,10/17/12,1940
0,10/17/12,1945
47,10/17/12,1950
0,10/17/12,1955
0,10/17/12,2000
0,10/17/12,2005
0,10/17/12,2010
0,10/17/12,2015
0,10/17/12,2020
0,10/17/12,2025
0,10/17/12,2030
0,10/17/12,2035
0,10/17/12,2040
0,10/17/12,2045
0,10/17/12,2050
0,10/17/12,2055
0,10/17/12,2100
88,10/17/12,2105
68,10/17/12,2110
6,10/17/12,2115
0,10/17/12,2120
0,10/17/12,2125
0,10/17/12,2130
0,10/17/12,2135
0,10/17/12,2140
8,10/17/12,2145
0,10/17/12,2150
0,10/17/12,2155
0,10/17/12,2200
0,10/17/12,2205
0,10/17/12,2210
0,10/17/12,2215
8,10/17/12,2220
0,10/17/12,2225
8,10/17/12,2230
0,10/17/12,2235
0,10/17/12,2240
0,10/17/12,2245
0,10/17/12,2250
0,10/17/12,2255
0,10/17/12,2300
0,10/17/12,2305
0,10/17/12,2310
0,10/17/12,2315
